text,label,domain
"211工程”和985优势学科创新平台项目重点建设高校，目前为中华人民共和国规模最大的林业大学，同时也是中国林业高校中拥有国家重点学科数最多的大学，并且拥有中国林业行业唯一的一个国家重点实验室（即东北林业大学林木遗传育种国家重点实验室）。东北林业大学创建于1952年，1954年开始招收研究生，1981年被国务院批准为首批博士、硕士授予单位。是在浙江大学农学院森林系和东北农学院森林系基础上建立的。1985年东北林学院更名为东北林业大学。东北林业大学是中华人民共和国教育部直属的重点高等学校，是国家“ 211 工程”和优势学科创新平台项目重点建设高校。2007年教育部本科评估优秀高校。学校地处中国最大国有林区的中心地带——黑龙江省哈尔滨市香坊区（原动力区）。校园占地百余公顷，并拥有帽儿山国家森林公园、凉水国家级自然保护区和哈尔滨城市林业示范基地等三个教学、科研、实习基地，总面积达3万3千多公顷，是中国面积最大的大学，但实际用地面积小，人口密度大。林业大学2007年新增加图书馆B楼后，成为黑龙江省藏书最多，建筑面积最大的双子图书馆。并且建有黑龙江省内最大、最先进的体育馆以及游泳馆。近年来，东北林业大学申请、中标国家自然科学基金的项目持续增长，2010年中标项目数量和获得资助金额都实现了新的突破，在中国林业院校中位居首位。学校是一所以林学为优势，以生命科学为特色，农、理、工、经、管、文、法相结合的多科性全国重点大学。学校始终致力于培养高素质创新型人才，形成了博士后、博士、硕士、本科以及成人教育完备的人才培养体系。学校现有9个博士后科研流动站、8个一级学科博士点、51个二级学科博士点、27个一级学科硕士点、135个二级学科硕士点、10个种类28个领域的专业学位硕士点和61个本科专业。学校拥有2个一级学科国家重点学科（涵盖10个二级学科）、2个二级学科国家重点学科、6个国家林业局重点学科、2个黑龙江省重点学科群、4个黑龙江省重点一级学科和15个黑龙江省重点二级学科，有国家计委、财政部和教育部联合批准的国家生命科学与技术人才培养基地、教育部批准的国家理科基础科学研究和教学人才培养基地（生物学），有1个国家野外科学观测重点台站（即帽儿山森林生态系统定位站）；有森林植物生态学、生物质材料科学与技术、林木遗传育种与生物技术3个已建成教育部重点实验室，2009年底“东北油田盐碱植被恢复与重建”实验室获得批准立项建设，成为东北林大第4个获得批准建设的教育部重点实验室。木材科学与工程等4个国家林业局重点实验室；有东北林业大学大庆生物技术研究院、植物资源生态与分子工程研究院等49个研究机构。学校的木材科学与技术学科现已设置“长江学者”特聘教授岗位，经“长江学者奖励计划”专家评审委员会审定，学校的植物学学科获准设置特聘教授岗位，学校的职业技术学院被列为国家高等职业技术教育示范基地。2011年，东北林业大学林木遗传育种国家重点实验室获批立项建设，成为中国林业行业首个国家重点实验室。学校现有各类在校学生2万8千余人，其中研究生接近5000人。自1952年建校以来，学校已向国家输送毕业生7万余人，成为中国最大的林业高级人才培养基地。在 2697名教职工中有专任教师 1255人（教授292人、副教授517人），中国工程院院士2人，双聘院士6人，31人入选新世纪优秀人才支持计划，国家级有突出贡献中青年专家4人，享受国务院政府特殊津贴专家33人，“国家百千万人才工程”一、二层次人选4人，“新世纪百千万工程”人选4人，国家杰出青年基金获得者1人，全国百篇优秀博士学位论文获得者4人。“长江学者”特聘教授3人，教授239人，副教授424人,讲师 354 人。有国务院学位委员会学科评议组成员5人，50余人在国内外专业学术组织中担任重要职务，学校还聘请了 100 余名国内外兼职教授。毕业生面向全国就业，每年攻读硕士、博士研究生的比例达30％以上，近年来就业率始终保持在93%以上，位居教育部直属高校前列。一级学科国家重点学科 林学：林木遗传育种、森林培育、森林保护学、森林经理学、野生动植物保护与利用、园林植物与观赏园艺、水土保持与荒漠化防治 林业工程：森林工程、木材科学与技术、林产化学加工工程二级学科国家重点学科 植物学、生态学林木遗传育种、森林培育、森林经理学、园林植物与观赏园艺、林产化学加工工程、林业经济管理、环境与资源保护法学省重点学科群：林学、生物质材料科学与技术 省重点一级学科：生物学、林学、林业工程、农林经济管理、土木工程（2010年教育部学科评估优秀学科，卓越工程师计划学科）。省重点二级学科：人口资源与环境经济学、高分子化学与物理、细胞生物学、生物化学与分子生物学、计算机应用技术、林产化学加工工程、生物材料工程、林木遗传育种、森林培育、森林经理学园林植物与观赏园艺、水土保持与荒漠化防治、生药学、企业管理、会计学、建筑工程、道路与桥梁工程。",0,wiki
（仁钦宁布、汉名：滕海山）曾是一个拥有200多头牛、羊、马的中等富裕牧主。据哈丰阿本人回忆，在他八岁那年，因当时的东北军阀张作霖开垦牧场，盗匪蜂起并与军阀沆瀣一气四处劫掠蒙古人的牲畜，哈丰阿家中的牲畜大部分被盗，后又遭到当时县政府的敲诈，家畜所剩无几。不得已移居他乡改为经营农业。后来在满洲国期间，仁钦宁布曾担任当地警务署长。哈丰阿八岁时候，被父亲送到当地的一家蒙文私塾念蒙文，十岁以后又在汉文私塾念汉文。八年私塾所学的经书以及父母对藏传佛教的信仰等影响，哈丰阿幼小时萌发了第一想做一个好人；第二想当一个好官的志向。1929年就读于沈阳东北蒙旗师范学校，该学校是内蒙古人民革命党人的达斡尔人郭道甫以“欲以造就为蒙古民族奋斗之人才”为宗旨而创办的。在校就读期间，哈丰阿深受其影响，曾赋诗：“瀚海何浩大，横分内外蒙。思挥五丁斧，开凿使之通。”1931年“九一八事件”爆发。在东北呈现动乱之时，哈丰阿、阿思根、吉尔嘎朗等东蒙地区的青年活跃分子，组织自己的军队，试图在自己家乡展开民族自治活动。但日本关东军将东蒙地区划入满洲国的一部分后，马上就开始压制东蒙地区的民族自治活动，而东蒙民族自治活动的活动组织也在关东军的威胁下被迫解散。那些不愿受日本人统治的蒙古青年离开了东蒙地区，或去投奔在德王主导下开展民族自治运动的内蒙古西部地区，或去了外蒙古。为了安抚那些留在东蒙地区的蒙古青年活跃分子，日本人将他们安排在满洲国的军政部门工作。在满洲国期间，哈丰阿曾在满洲国兴安西省、兴安局、国务院总务厅、兴安总省公署任职，并作为外交官被派往满洲国驻日大使馆，被任命为学务理事官。在日本统治满洲期间，东蒙古民族自治运动不得不转入地下。1932年在从莫斯科东方大学回来的朋斯克、特木尔巴根等人的影响下，哈丰阿秘密加入内蒙古人民革命党。同年，哈丰阿写下了充满民族情感的《青旗歌》，这首歌在内蒙古地区广为流传，在国外（丹麦、日本等国）所收录的蒙古民歌中均有这首歌。1941年初直至1943年夏，哈丰阿在满洲国驻东京大使馆期间，负责管理留学生工作。当时留日的满洲国学生有一千多人，其中内蒙古留学生有一百多人。哈丰阿被推选为“蒙古留日学生同乡会”会长，针对当时绝大部分留学生反感日本分制蒙古的情况，在东京期间哈丰阿通过同乡会的聚会、联欢等活动，号召蒙古学生团结起来，学好本领，为建设蒙古而奋斗。并明确强调：“国家虽然是两个，民族永远是一个。”以激发蒙古留学生们的蒙古民族统一感情。1945年8月18日，日本投降后，哈丰阿等人在王爷庙（今乌兰浩特）发表了《内蒙古人民解放宣言》，组织“内蒙古人民解放委员会”，建立东蒙党部，任秘书长，恢复了内蒙古人民革命党活动，建立东蒙党部，提出实行民族平等、联合中国革命力量，争取民族解放以及内外蒙合并等项政治主张。之后派出大批青年分赴各盟旗，发展内蒙古人民革命党各级组织，同时进行“内外蒙合并”签名活动。与此同时为了建立民族武装，与阿思根一道，经过与苏联军队的协商，释放了被俘的兴安军中的蒙古士兵，组建了民警队和警备队以维持当地的治安，后来，以这支武装为基础成立了内蒙古骑兵第一师。同年10月哈丰阿、特木尔巴根、博彦满都等内蒙古民族自治运动领袖们拿着10万人的签名前往乌兰巴托，面见外蒙古领袖乔巴山，提出了内外蒙古合并结成一个独立国家的诉求。从蒙古人的角度来讲，外蒙古虽然也有与内蒙古统一合并成一个国家的民族愿望，但是受到外部大环境的制约，却不得不将内外蒙古统一合并的要求拒之门外。这是因为二战结束前夕的1945年2月苏美英三方达成的雅尔塔协定中，将蒙古人民共和国领土范围维持现状不变作为会谈内容之一确认下来；在1945年6月至8月之间，斯大林与当时的中华民国外交部长宋子文和蒋经国举行了多次谈判。在外蒙古独立问题上，中华民国最初希望苏联撤销对外蒙古独立的支持，而斯大林不但拒绝了中华民国的要求，反而打出内外蒙古合并统一运动这张牌，迫使中华民国是承认外蒙古独立现状还是承认内外蒙古合并成立统一蒙古国之间做出选择。谈判的结果，中华民国政府最终向苏联做出了让步，同意在外蒙古独立问题上，经外蒙古全民公投后，承认其表决的结果；另外，苏联政府虽然支持外蒙古独立，但是也担心内外蒙古的统一引发“泛蒙古主义”影响到苏联境内的蒙古人居住的布里亚特地区，同时又顾忌到来自美国方面的牵制，因而也并不愿意看到内外蒙古的合并统一。为此，对来自内蒙古的要求与外蒙古统一呼声，外蒙古领导人只得劝说：“由于雅尔塔协定，我们刚刚在以现有的疆域为边界的条件下得到了承认，怎么再能越境来干涉邻国的问题呢？……不过我们还可以通过党与党之间的关系，告诉中国共产党注意到内蒙古的问题，你们为了今后也应多与中国共产党联系。”东蒙民族自治运动对外与外蒙古统一无望，回到王爷庙的哈丰阿和其他的东蒙民族运动的领导人一道，在内蒙古东部地区开展了自治运动。1946年1月东蒙民族自治运动在王爷庙成立了东蒙自治政府，哈丰阿任秘书长。在东蒙人民自治政府施政纲领中明确提出：“联合支持各少数民族自治、自决以及东蒙人民自治政府的政党，建设自由、民主、和平的新东蒙人民自治政府，为宗主国的繁荣、发展而奋斗；成立东蒙独立银行，发行独立货币；成立组建为保卫东蒙人民的自治权和东蒙人民自治政府的军队”等一系列方针。东蒙人民自治政府的成立，对刚刚承认外蒙古独立的中华民国政府冲击很大，国民党政府认为这是苏联和外蒙古试图分裂中国的阴谋，因而拒绝承认东蒙自治政府。另外一方面，国共两党都在为即将到来的国共内战而做准备，东北地区是国共两军势在必夺的战略要地，共产党在还没有把握胜局的情况下，为了结成“统一战线”对付国民党政府，将内蒙古民族运动力量争取的自己阵营当中，当时的中共东北局、西满分局向东蒙人民自治政府发出了贺电，并对内蒙古民族自治运动展示了“尊重民族自治”和“反对国民党政府的大汉族主义”这一未来的政策方针。同时，中共的背后靠山——苏联远东方面军的罗季翁·雅科夫列维奇·马利诺夫斯基元帅也向中共发出指示，要中共大力支持东蒙自治政府。另一方面成立后不久的自治政府也没有放弃与国民党政府的沟通管道。1946年2月中旬，东蒙自治政府派玛尼巴达拉为首、桑杰扎布为秘书的一个代表团，经北平试图去重庆晋见国民党主席蒋介石，阐述内蒙古民族所希望的自治诉求。但是由于其他原因，代表团的重庆之行未能实现而滞留在北平。1946年3月17日在重庆召开的国民党第六届中央委员会第二次全体会议上，通过了《边疆问题决议案》。对这项决议案尽管内蒙古人看法不一，但是都认为这项决议案比中日战争之前的国民政府对内蒙古问题的解决要开明了许多。但是对这个决议案傅作义、熊式辉等这些与内蒙古相关紧密的边疆大吏表示这是党的文件不是政府的法令，对他们没有约束力，他们没有遵从的义务。东蒙自治政府的代表团空手而归，使得东蒙自治政府对国民政府彻底失望，国民党政府在对待内蒙古民族自治所做出的表现将东蒙自治运动完全地推到了中共阵营方面。虽然中国共产党对东蒙民族自治运动的态度与国民党不同，但对东蒙民族自治运动所表现出来的民族主义倾向以及哈丰阿的活动却一直予以关注。不过因面临与国民党,0,wiki
，他盼望著以色列的弥赛亚降临，带来幸福的日子，可能是书名人物以斯拉。此书用的是亚兰文，可能是第一世纪末的作品。序言以希腊文写成，是第二世纪中叶加上的；一个世纪后才有结尾的两章。 以斯拉续篇下卷共有16章，此书的主要部分（第3-14章）介绍了以斯拉在巴比伦所领受的七个启示。这些启示提及以色列的苦况，也尝试为神的作为辩护。序言（第1-2章）和结尾（第15-16章）部分包含一些后来加上的附录，可以看出是以基督教的观点写成的。,0,wiki
。托斯卡纳语也是当时科西嘉岛上菁英阶级使用的语言。该部宪法由巴斯夸·帕欧里等人拟定，受到卢梭在1763年为科西嘉人所写《科西嘉宪法草案》(Projet de constitution pour la Corse)影响。第二次科西嘉宪法，于1794年由短命的英属科西嘉王国（1794年-1796年）颁布，引介了有财产限制的普选制。第二次科西嘉宪法被视为当时一套高度民主主义的宪法。,0,wiki
”，意为“烧瓶”。与其他物种的区别在于其食虫性已退化，并已具有部分的食腐性，转为以捕虫笼收集和消化落叶。因此素食性使得相当多的生物居住其中，形成特殊的共生关系，而这些生物有时能提供氮源。苹果猪笼草的捕虫笼形态和生长习性均十分独特，与其余同属植物具有显著的不同。弗朗西斯·欧内斯特·劳埃德翻译了特罗尔在1932年对苹果猪笼草的描述：苹果猪笼草的茎呈淡棕色，可以攀爬至15米的高处。植株生长到一定程度后倒伏，由植株基本再生长出侧芽，使其呈丛状。苹果猪笼草的叶片呈浅绿色，可长达25厘米，宽至6厘米。笼蔓可长达15厘米。 苹果猪笼草水罐状的捕虫笼一般都很小，很少超过10厘米高，7厘米宽。唇大大内趋，内缘部分约占截面表面总长度的85%。上位笼十分罕见，且其尺寸远小于下位笼。笼盖后翻，不具遮雨功能。捕虫笼的颜色为浅绿色至深红色；据记录。苏门答腊和西马来西亚的苹果猪笼草几乎都为全绿色或为绿底红斑；全红的苹果猪笼草大多只存在于婆罗洲。在新几内亚曾记录到具巨大捕虫笼的苹果猪笼草。苹果猪笼草的花序为密集的圆锥花序。它是在苏门答腊和西马来西亚发现的唯一有着圆锥花序的猪笼草属植物。苹果猪笼草幼株的各个部位均长有密集的棕色短毛，但成株的毛被除了花序部分都很稀疏。苹果猪笼草是猪笼草属内分布较为广泛的物种之一，其存在于婆罗洲、摩鹿加群岛、新几内亚、马来西亚半岛、新加坡、苏门答腊、泰国。其也存在于周围许多小型岛屿中，包括邦加岛、望加丽岛、兰塔岛、达鲁岛、浮罗交怡、孟德尔岛、明打威群岛（西比路岛）、美兰地群岛（巴东岛、朗桑岛、直名丁宜岛）、尼亚斯岛、槟榔屿、廖内群岛（林加群岛、纳土纳群岛、廖内岛）、鲁帕岛苹果猪笼草一般生长在海拔1200米或2100米以下的潮湿阴凉的森林中。在婆罗洲，苹果猪笼草主要分布在海拔0至1000米相对平坦的巽他荒原森林、泥炭沼泽森林和退化沼泽林中。在苏门答腊和西马来西亚，苹果猪笼草生长于海拔1100米以下荒原森林的平坦地带、巴丹疏林、、泥炭沼泽林、退化沼泽森林以及浅水区域中。在新几内亚，苹果猪笼草主要生长在南洋杉林中。亦曾发现于次生林、开放小型叶植被和低湿地植被中。苹果猪笼草与其他猪笼草相比，其捕获猎物的数量极少，捕虫笼内多为其他植物的落叶。因此，其被认为是靠吸收捕虫笼内腐败有机质释放的营养素而获取营养，由此看来，苹果猪笼草已拥有部分的食腐性。苹果猪笼草已进化出了多种适应获得落叶的特征：这些叶片为它的生长提供了大量的营养。实验表明，生长于森林树冠下的苹果猪笼草，其叶内氮-15的丰度要远低于没有落叶供给的同类。然而，前者总体的氮浓度却高于生长于空旷地带的后者。2003年的研究估算，生长于森林树冠下的苹果猪笼草，其叶内有35.7%的氮素来自落叶。2011年的研究发现，苹果猪笼草叶片42.7%（±5.5%）和捕虫笼54.8%（±7.0%）的氮素来源于落叶，这表明食腐可增加叶片的净光合速率。在苹果猪笼草的捕虫笼内已记录到了59种底内生物。已知最小的旧大陆蛙——猪笼草姬蛙和一种蟹蛛——猪笼草花蛛，生存于苹果猪笼草的捕虫笼中。 记载中最常见的变种是发现于沙捞越的总状苹果猪笼草，其具有总状花序。B·H·丹瑟将其余视为非重要的变种。已发表的品种包括：苹果猪笼草每年开花一至两次，花期数周。它的花期与其他许多猪笼草属植物吻合，因此它很容易和其他种形成自然杂交种。以下为已发现的自然杂交种。,0,wiki
位居该赛季射手榜第一。,0,wiki
游客。尼斯城堡也是眺望尼斯湾景的著名地点之一。,0,wiki
、《Coffee House》宋在贞作家执笔。讲述了朝鲜王朝校理金鹏道（智铉寓饰）通过时光隧道从朝鲜时代穿越到300年后的现代，遇到了女演员崔熙进（刘寅娜饰）后发生一连串刻骨铭心的爱情故事。2015年被中国改编成电视剧《相爱穿梭千年》。1694年（肃宗20年），由于张禧嫔的狂妄骄纵与南人党的势力极度扩张，肃宗决定要将被废去王妃名衔的仁显王后迎回，于是私下命大臣进行安排复位之事，察觉到不对劲的右议政闵黯便开始策划将仁显王后除去，所幸弘文馆校理金鹏道及时赶到，保住了仁显王后的性命。被闵黯盯上的金鹏道无法随即将谋害仁显王后的密令呈给肃宗，所以将信件交由妓生尹月保管，并收下她从寺庙求来的符咒。金鹏道欲与肃宗见面却受到阻扰，在敌人的剑准备刺进心脏的瞬间，突然消失不见了……2012年，在演艺事业上一直没有成就的中古新人崔熙进正匆匆忙忙前往电视剧《新张禧嫔》试镜会，不料却与花边新闻不断的前明星男友韩东民来个尴尬的再会，更令人吃惊的是他居然要担任男主角肃宗，使得熙进在试镜会上一直表现失常，原以为又要面临落选，失魂落魄之际却接到导演来电邀请饰演仁显皇后。刚收录取通知的熙进满心欢喜到了拍片现场探班，并遇见了从300年前穿越而来的金鹏道……,0,wiki
柯,0,wiki
祖父操颙，曾任训导；祖父操详；父亲操豫。母叶氏。,0,wiki
世。文中提到“关中之人百余万口，率其少多，戎狄居半”，称戎狄是“人面兽心”，并说他们「非我族类，其心必异，戎狄志态，不与华同。」建议迁返胡人，“今我迁之，传食而至，附其种族，自使相赡，而秦地之人得其半谷，此为济行者以廪粮，遗居者以积仓，宽关中之逼，去盗贼之原，除旦夕之损，建终年之益。若惮暂举之小劳，而忘永逸之弘策；惜日月之烦苦，而遗累世之寇敌，非所谓能开物成务，创业垂统，崇基拓迹，谋及子孙者也。”，“夫为邦者，患不在贫而在不均，忧不在寡而在不安。以四海之广，士庶之富，岂须夷虏在内，然后取足哉！此等皆可申谕发遣，还其本域，慰彼羇旅怀土之思，释我华夏纤介之忧。惠此中国，以绥四方，德施永世，于计为长。”汉朝以前华夏文明兴盛，或者能御夷于外，或者能以夏变夷。汉末以后华夏文化进入中衰，华夏于武力兵事不能自卫，于文化礼教不能化夷，因而造成种种严重问题、威胁和社会危机，于是才有徙戎论。《徙戎论》在当时西晋朝廷由贾南风当政时期，自然无法采纳，不到十年即发生五胡乱华。,0,wiki
蕴藏量20万千瓦。,0,wiki
"的乐山市，2009年开始就读于上海同济大学，主修表演。于2013年毕业后，活跃于中国大陆，同年在《小时代》中出演童瑶而崭露头角。""该广告投放恰逢2014年世界杯足球赛，有较高曝光度；收看人群中有不少关于该广告女主角的询问。""",0,wiki
。到了日治时代大正九年（1920年），牡丹乡被日本人划入当时高雄州恒春郡所直辖的蕃地。国民政府接管台湾后将此块蕃地各部落整编，成立本乡。牡丹乡地处恒春半岛，为中央山脉的尾棱，海拔均在1000公尺以下，乡境内有牡丹溪、女仍溪、竹社溪流经。气候上属热带季风气候，每年冬春两季均有强劲的落山风吹袭。居民以排湾族为主，也有少数阿美族。牡丹乡早期为排湾族牡丹社、高士佛社等社的活动范围。1874年，日本借口1871年漂流至此的琉球人被生蕃杀害，因而出兵攻打台湾，是为牡丹社事件，使得清廷开始重视恒春半岛及台湾后山地区。<br>日治时期将此地原住民分为等六社加以管理，在1920年的地方改制中划归高雄州恒春郡不设街庄之地，地图之编属为「恒春下蕃」。战后初期以「牡丹社事件」之名，加上此地盛产野牡丹，划设为高雄县牡丹乡，1950年改隶屏东县，1956年东源村自牡丹村分出，1969年八瑶原由高士村管辖，改隶满州乡长乐村至今。本乡划分为六村,0,wiki
